,0,1
0,2.89843916893,1.69981849194
1,2.77439689636,1.76693940163
2,2.62237000465,1.89128065109
3,2.45444440842,2.03374934196
4,2.27619194984,2.16840982437
5,2.10846281052,2.28125095367
6,1.97483062744,2.36352658272
7,1.86332380772,2.40934467316
8,1.74020326138,2.41011953354
9,1.7720053196,2.39101243019
10,1.86242282391,2.36880779266
11,2.00085258484,2.34673857689
12,2.17266535759,2.31254506111
13,2.36357045174,2.25362420082
14,2.55888819695,2.16339707375
15,2.74006938934,2.04148459435
16,2.88397789001,1.89144098759
17,2.96084284782,1.72328674793
18,2.89843916893,1.69981825352
19,2.77439689636,1.76693940163
20,2.62237000465,1.89128065109
21,2.45444440842,2.03374934196
22,2.27619194984,2.16840982437
23,2.10846281052,2.28125095367
24,1.97483062744,2.36352658272
25,1.86332380772,2.40934467316
26,1.74020326138,2.41011953354
27,1.77200508118,2.39101219177
28,1.86242282391,2.36880755424
29,2.00085258484,2.34673857689
30,2.17266535759,2.31254506111
31,2.36357045174,2.25362420082
32,2.55888819695,2.16339707375
33,2.74006938934,2.04148459435
34,2.88397789001,1.89144098759
35,2.96084284782,1.72328674793
36,2.89843916893,1.69981849194
37,2.77439689636,1.76693940163
38,2.62237000465,1.89128065109
39,2.45444440842,2.03374958038
40,2.27619194984,2.16840982437
41,2.10846281052,2.28125095367
42,1.97483062744,2.36352658272
43,1.86332380772,2.40934467316
44,1.74020326138,2.41011953354
45,1.77200508118,2.39101219177
46,1.86242282391,2.36880779266
47,2.00085258484,2.34673857689
48,2.17266559601,2.31254506111
49,2.36357045174,2.25362420082
50,2.55888819695,2.16339707375
51,2.74006938934,2.04148459435
52,2.88397789001,1.89144098759
53,2.96084284782,1.72328674793
54,2.89843916893,1.69981849194
55,2.77439689636,1.76693940163
56,2.62237000465,1.89128065109
57,2.45444440842,2.03374934196
58,2.27619218826,2.16841006279
59,2.10846281052,2.28125095367
60,1.97483062744,2.36352658272
61,1.86332380772,2.40934467316
62,1.74020326138,2.41011953354
63,1.77200508118,2.39101219177
64,1.86242282391,2.36880779266
65,2.00085258484,2.34673857689
66,2.17266535759,2.31254506111
67,2.36357045174,2.25362420082
68,2.55888867378,2.16339707375
69,2.74006938934,2.04148459435
70,2.88397789001,1.89144098759
71,2.96084284782,1.72328674793
72,2.89843916893,1.69981849194
73,2.77439689636,1.76693940163
74,2.62237000465,1.89128065109
75,2.45444440842,2.03374934196
76,2.27619194984,2.16840982437
77,2.10846281052,2.28125095367
78,1.97483062744,2.36352658272
